OID_,Prj_Cde,Site_Code,GlobalID,MGA_Zone,Easting_MGA,Northing_MGA,Latitude_GDA2020,Longitude_GDA2020,NVIS_Maj_Veg_Subgroup,PrjTargtID,TargetID,TargetName_DB,TargetName,Establishment_Date,last_edited_date,Location,Monumentation,Comments,Baiting___Feral_Predators,Baiting___Grooming_Traps,Baiting___Pigs,Baiting___Rabbits,Bird_Survey,Motion_Camera_Survey,Native_Fauna_Trapping,Sand_Pad_Survey,Nestbox_Survey,Vegetation_Monitoring___Photo_Points,Vegetation_Monitoring___Tree_Health_Quadrat,Vegetation_Monitoring___Quadrat_Species,Vegetation_Monitoring___Vegetation_Intercept,Legacy_PropDB_Site_ID
973,DARW,CDR_Homestead,{7C12966A-EB30-4767-8495-EC120B083737},50,496535.005400000023656,6727505.491999999620020,-29.58222509,116.964222750000090,32 - Other shrublands,DARW_T02,T02,Eucalypt Woodlands,,24/11/2016 0:00,22/08/2022 1:23,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,No,2727
974,DARW,CDR_SP_001,{973A6933-37C8-482E-BB1F-9E8E1F46B75E},50,496299.000000000000000,6727178.999900000169873,-29.58517106,116.961784804000104,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T02,T02,Eucalypt Woodlands,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
975,DARW,CDR_SP_002,{88A1868C-7787-4F56-BC86-FEC985D0983F},50,495490.000000000000000,6726626.000000000000000,-29.59015931,116.953429071000073,21 - Other Acacia tall open shrublands and [tall] shrublands,,,,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
976,DARW,CDR_SP_003,{6FA03230-46DA-40C2-BD2E-BB00905A4A8B},50,494676.000000000000000,6726121.000000000000000,-29.59471381,116.945021118000113,21 - Other Acacia tall open shrublands and [tall] shrublands,,,,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
977,DARW,CDR_SP_004,{52BF85AD-8BDD-40E1-B871-A54FE5D58A6E},50,493646.000000000000000,6725642.000000000000000,-29.59903202,116.934381915000017,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T01,T01,Avon Sandplains,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
978,DARW,CDR_SP_005,{6F59EE7D-E322-4257-AC6B-BEA8B8CF77DE},50,492936.000000000000000,6724788.000000000000000,-29.60673567,116.927044166000087,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T01,T01,Avon Sandplains,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
979,DARW,CDR_SP_006,{89371037-427D-499A-9A7E-DABBBE28731B},50,492573.000000000000000,6724164.000000000000000,-29.61236524,116.923290901000087,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T02,T02,Eucalypt Woodlands,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
980,DARW,CDR_SP_007,{C6DEA3FA-78D6-4FAB-B67B-8BE6D2DE6645},50,493039.000000000000000,6723146.000000000000000,-29.62155552,116.928097416000014,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T01,T01,Avon Sandplains,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
981,DARW,CDR_SP_008,{CEEBB5A8-11C4-4AAB-9099-2D412119562A},50,493431.000000000000000,6722165.000000000000000,-29.63041129,116.932140585000070,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T01,T01,Avon Sandplains,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
982,DARW,CDR_SP_009,{E19C6981-E1C3-4033-B028-520B892B282B},50,493264.000000000000000,6721137.000000000000000,-29.6396882,116.930409056000030,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T02,T02,Eucalypt Woodlands,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
983,DARW,CDR_SP_010,{AD2DCE89-DB70-4729-97A0-54E6250EF557},50,492870.000000000000000,6720335.000000000000000,-29.64692413,116.926333299000021,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T01,T01,Avon Sandplains,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
984,DARW,CDR_SP_011,{43CF9903-A59A-4AB3-91BF-A3FB6BD0AED6},50,493056.000000000000000,6719090.000000000000000,-29.6581614,116.928247068000019,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T01,T01,Avon Sandplains,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
985,DARW,CDR_SP_012,{D1F1D503-79B9-495F-AE5C-63B81A034BD2},50,492713.000000000000000,6717827.000000000000000,-29.66955809,116.924694333000048,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T01,T01,Avon Sandplains,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
986,DARW,CDR_SP_013,{3EF9F712-62D1-4373-BE4B-645B33878F30},50,492414.000000000000000,6716497.000000000000000,-29.68155961,116.921595084000046,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T01,T01,Avon Sandplains,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
987,DARW,CDR_SP_014,{89659E3E-D6C9-431B-83B1-A5F16E0FFF6C},50,491800.000000000000000,6715755.000000000000000,-29.68825228,116.915243489000090,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T04,T04,Low Granite Hills And Breakaways,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
988,DARW,CDR_SP_015,{13F9B17B-44B6-4656-A55F-87FD40266965},50,491124.000000000000000,6715540.000000000000000,-29.690188,116.908254490000104,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T04,T04,Low Granite Hills And Breakaways,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
989,DARW,CDR_SP_016,{11C86453-8EE4-4FA7-B939-0760B2CA7519},50,491916.000000000000000,6714745.000000000000000,-29.69736831,116.916434940000045,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T01,T01,Avon Sandplains,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
990,DARW,CDR_SP_017,{9DDB5015-A027-44C4-90A5-A90C4F15B99B},50,492298.000000000000000,6713567.000099999830127,-29.7080022,116.920375322000041,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T01,T01,Avon Sandplains,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
991,DARW,CDR_SP_018,{3288A338-43F8-485A-8435-621D3C8D1325},50,493106.000000000000000,6712573.999900000169873,-29.71696878,116.928722237000102,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T01,T01,Avon Sandplains,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
992,DARW,CDR_SP_019,{58F27C91-FCCB-431A-86E1-4DE921658F55},50,494056.000000000000000,6711433.000000000000000,-29.72727122,116.938538104000031,21 - Other Acacia tall open shrublands and [tall] shrublands,,,,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
993,DARW,CDR_SP_020,{15329964-0852-4103-8E44-DA90FCC1DB30},50,494534.000000000000000,6710492.000000000000000,-29.73576592,116.943475937000017,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T01,T01,Avon Sandplains,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
994,DARW,CDR_SP_021,{78ECEF73-E4B7-4630-98B5-30C287862910},50,496190.000000000000000,6710376.000000000000000,-29.73681902,116.960600267000018,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T01,T01,Avon Sandplains,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
995,DARW,CDR_SP_022,{7DDFCE62-6421-47E5-A9A0-8FFE75383D29},50,497418.000000000000000,6710400.000000000000000,-29.73660559,116.973299240000074,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T01,T01,Avon Sandplains,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
996,DARW,CDR_SP_023,{FEA53D05-B966-42CA-8CCF-EA2E0BFF7984},50,498806.000000000000000,6710419.000099999830127,-29.73643623,116.987652729000047,21 - Other Acacia tall open shrublands and [tall] shrublands,,,,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
997,DARW,CDR_SP_024,{5F01B04A-AACF-427B-A65D-F20A8622840D},50,500046.000000000000000,6710439.000000000000000,-29.73625631,117.000475690000030,21 - Other Acacia tall open shrublands and [tall] shrublands,,,,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
998,DARW,CDR_SP_025,{80EBB466-5F48-4840-9494-43BBA2F4CE27},50,501250.000000000000000,6710458.000000000000000,-29.73608421,117.012926328000049,08 - Eucalyptus woodlands with a shrubby understorey,DARW_T01,T01,Avon Sandplains,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
999,DARW,CDR_SP_026,{F63F38B2-E87E-4310-B94E-D6534DAD6A67},50,502611.000000000000000,6710478.000000000000000,-29.73590158,117.027000464000025,08 - Eucalyptus woodlands with a shrubby understorey,DARW_T02,T02,Eucalypt Woodlands,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
1000,DARW,CDR_SP_027,{C283F7A6-5DB4-472D-AB26-C39F4183AC1A},50,502902.000000000000000,6711253.000000000000000,-29.72890658,117.030007626000042,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T02,T02,Eucalypt Woodlands,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
1001,DARW,CDR_SP_028,{96EF8A4D-1FAB-4B26-9185-421EC6329BC1},50,502869.000000000000000,6712366.000000000000000,-29.71886185,117.029663441000025,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T01,T01,Avon Sandplains,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
1002,DARW,CDR_SP_029,{D0B05513-EE6F-41A8-B043-8EB34E4F61C4},50,502838.000000000000000,6713427.000000000000000,-29.70928639,117.029340138000066,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T01,T01,Avon Sandplains,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
1003,DARW,CDR_SP_030,{74D206BF-EB0D-4A32-82AD-D8C3DA635912},50,502800.000000000000000,6715011.000000000000000,-29.69499085,117.028943183000024,21 - Other Acacia tall open shrublands and [tall] shrublands,,,,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
1004,DARW,CDR_SP_031,{69890875-DFA4-46A3-A79A-E630CFA7E821},50,502443.000000000000000,6716643.000099999830127,-29.68026274,117.025249246000044,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T04,T04,Low Granite Hills And Breakaways,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
1005,DARW,CDR_SP_032,{68F220AE-695E-4AA0-A4B1-812C630B17BC},50,502707.000000000000000,6717937.000000000000000,-29.66858377,117.027974544000017,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T01,T01,Avon Sandplains,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
1006,DARW,CDR_SP_033,{B2745650-5F19-47B5-B398-F16F4955CBF7},50,502920.000000000000000,6718955.000000000000000,-29.65939577,117.030172976000017,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T01,T01,Avon Sandplains,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
1007,DARW,CDR_SP_034,{F6C89DA9-FC1D-4ED6-95FE-335BEB4EF219},50,503208.000000000000000,6720347.000000000000000,-29.64683214,117.033144823000043,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T02,T02,Eucalypt Woodlands,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
1008,DARW,CDR_SP_035,{BF637648-2E9B-4955-AD1C-D91DF33EC76E},50,503556.000000000000000,6722022.000000000000000,-29.63171415,117.036734846000058,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T02,T02,Eucalypt Woodlands,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
1009,DARW,CDR_SP_036,{15F045F7-6532-4802-ABF7-16D619DD747E},50,503429.000000000000000,6723419.000000000000000,-29.61910641,117.035418478000111,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T01,T01,Avon Sandplains,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
1010,DARW,CDR_SP_037,{5AC6CA47-A096-46C0-91A3-7D5226632A5A},50,503264.000000000000000,6724408.000000000000000,-29.610181,117.033711207000010,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T01,T01,Avon Sandplains,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
1011,DARW,CDR_SP_038,{4B844220-DD0E-44FC-948A-FEFA04953F36},50,503289.000000000000000,6725675.000000000000000,-29.59874607,117.033965579000096,08 - Eucalyptus woodlands with a shrubby understorey,DARW_T02,T02,Eucalypt Woodlands,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
1012,DARW,CDR_SP_039,{13C2BDFB-8CC8-45F4-95B6-91155100596C},50,503317.000000000000000,6726971.000000000000000,-29.58704938,117.034250785000040,32 - Other shrublands,DARW_T02,T02,Eucalypt Woodlands,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
1013,DARW,CDR_SP_040,{F96D05B9-687E-40E8-92ED-C9648AF19FF3},50,502750.000000000000000,6727914.000000000000000,-29.57854002,117.028393656000048,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T01,T01,Avon Sandplains,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
1014,DARW,CDR_SP_041,{2E19CCBC-0EA4-4EEF-9DD4-159746F97817},50,503123.000000000000000,6728601.000000000000000,-29.57233883,117.032242898000050,21 - Other Acacia tall open shrublands and [tall] shrublands,,,,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
1015,DARW,CDR_SP_042,{6D16A41A-7C14-48BF-80C7-FE6ECFDFB80A},50,502953.000000000000000,6729591.000000000000000,-29.5634043,117.030485078000083,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T02,T02,Eucalypt Woodlands,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
1016,DARW,CDR_SP_043,{A7222154-BA95-4B73-8066-EB671482495D},50,502749.000000000000000,6730763.000000000000000,-29.55282721,117.028376143000060,32 - Other shrublands,DARW_T02,T02,Eucalypt Woodlands,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
1017,DARW,CDR_SP_044,{A4C20ECE-9C9A-4F0E-8129-6D16FD428A3B},50,502563.000000000000000,6731833.000000000000000,-29.54317062,117.026453671000013,32 - Other shrublands,DARW_T02,T02,Eucalypt Woodlands,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
1018,DARW,CDR_SP_045,{A14ACEEF-2E75-406D-A591-016D4648EAA9},50,502375.000000000000000,6732920.000000000000000,-29.53336055,117.024510887000019,08 - Eucalyptus woodlands with a shrubby understorey,DARW_T02,T02,Eucalypt Woodlands,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
1019,DARW,CDR_SP_046,{73A88E4B-4630-45B0-BCC0-B72B45A73895},50,501851.000000000000000,6733770.000000000000000,-29.52568997,117.019101571000078,32 - Other shrublands,DARW_T02,T02,Eucalypt Woodlands,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
1020,DARW,CDR_SP_047,{44FB1AC4-5C02-4D68-B38F-DBA199560F1A},50,500971.000000000000000,6734269.000000000000000,-29.52118736,117.010019883000041,32 - Other shrublands,DARW_T06,T06,Yalgoo Shrublands,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
1021,DARW,CDR_SP_048,{41B24DBE-E85C-4F92-BB84-B181207305D1},50,500730.000000000000000,6735241.999900000169873,-29.51240594,117.007532321000099,32 - Other shrublands,DARW_T06,T06,Yalgoo Shrublands,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
1022,DARW,CDR_SP_049,{E2BBAC05-1558-48EC-8F44-6A0F67AFEBBF},50,500108.000000000000000,6736038.000000000000000,-29.50522202,117.001114292000011,32 - Other shrublands,DARW_T06,T06,Yalgoo Shrublands,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
1023,DARW,CDR_SP_050,{1BF0F14B-118A-4A32-8E9A-3F453CD4EC66},50,499438.000000000000000,6736655.000099999830127,-29.4996533,116.994201872000076,32 - Other shrublands,DARW_T06,T06,Yalgoo Shrublands,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
1024,DARW,CDR_SP_051,{7B0208CF-3107-4480-992B-D8B3FD0869A7},50,498410.000000000000000,6736677.000000000000000,-29.49945386,116.983596075000037,32 - Other shrublands,DARW_T06,T06,Yalgoo Shrublands,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
1025,DARW,CDR_SP_052,{350B6ACE-127E-4FD9-9622-2FDC2523A8DC},50,497307.000000000000000,6736743.000000000000000,-29.4988563,116.972216660000072,32 - Other shrublands,DARW_T06,T06,Yalgoo Shrublands,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
1026,DARW,CDR_SP_053,{0E6D7740-EE3A-4AF7-ACC9-263DA27E3A39},50,496166.000000000000000,6736711.999900000169873,-29.4991331,116.960445000000050,20 - Mulga (Acacia aneura) woodlands +/- tussock grass +/- forbs,DARW_T06,T06,Yalgoo Shrublands,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
1027,DARW,CDR_SP_054,{CAFF2270-A347-446D-B396-09FEF2DB36BB},50,495585.000000000000000,6736189.999900000169873,-29.50384239,116.954448774000070,20 - Mulga (Acacia aneura) woodlands +/- tussock grass +/- forbs,DARW_T05,T05,Palaeodrainage Systems And Freshwater Wetlands,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
1028,DARW,CDR_SP_055,{41D3E83A-B0AE-48C3-B055-BE599E59F7EE},50,494832.000000000000000,6735587.000000000000000,-29.50928174,116.946676939000099,08 - Eucalyptus woodlands with a shrubby understorey,DARW_T05,T05,Palaeodrainage Systems And Freshwater Wetlands,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
1029,DARW,CDR_SP_056,{53FD8B19-4FB3-4BF1-9ABC-563D8B029A18},50,493827.000000000000000,6735775.000000000000000,-29.50758043,116.936308486000030,08 - Eucalyptus woodlands with a shrubby understorey,DARW_T05,T05,Palaeodrainage Systems And Freshwater Wetlands,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
1030,DARW,CDR_SP_057,{8D021B0E-C78B-4858-92B2-46A73B4CC78B},50,492979.000000000000000,6736061.000000000000000,-29.50499472,116.927560871000082,32 - Other shrublands,DARW_T06,T06,Yalgoo Shrublands,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
1031,DARW,CDR_SP_058,{A70B705C-1252-4D16-AC11-650CDCFDA37D},50,492111.000000000000000,6736349.000000000000000,-29.50239026,116.918607372000110,32 - Other shrublands,DARW_T06,T06,Yalgoo Shrublands,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
1032,DARW,CDR_SP_059,{F651B058-2175-4D45-905B-89A1D17C8BB9},50,491934.000000000000000,6735840.000000000000000,-29.506983,116.916777467000088,32 - Other shrublands,DARW_T06,T06,Yalgoo Shrublands,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
1033,DARW,CDR_SP_060,{B9E891FD-4213-45DB-B4FA-8D20FF5D9B77},50,492249.000000000000000,6734833.000000000000000,-29.51607344,116.920020394000062,32 - Other shrublands,DARW_T06,T06,Yalgoo Shrublands,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
1034,DARW,CDR_SP_061,{4C989C17-C5DC-48E0-8200-BB01A53171C3},50,492548.000000000000000,6733808.000000000000000,-29.52532614,116.923098664000008,32 - Other shrublands,DARW_T02,T02,Eucalypt Woodlands,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
1035,DARW,CDR_SP_062,{5ACAD311-DD8A-4F83-94B9-F85BB30B93A2},50,492779.000000000000000,6732838.000000000000000,-29.53408199,116.925476062000030,08 - Eucalyptus woodlands with a shrubby understorey,DARW_T02,T02,Eucalypt Woodlands,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
1036,DARW,CDR_SP_063,{DBC3BAFB-33F7-4967-ADF5-98C7F734E374},50,493240.000000000000000,6732061.000000000000000,-29.54109718,116.930228971000020,08 - Eucalyptus woodlands with a shrubby understorey,DARW_T02,T02,Eucalypt Woodlands,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
1037,DARW,CDR_SP_064,{FC35BC6C-4870-41BE-8862-C8E8DC6EBF07},50,494003.000000000000000,6731394.000000000000000,-29.54712091,116.938100343000087,32 - Other shrublands,DARW_T01,T01,Avon Sandplains,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
1038,DARW,CDR_SP_065,{F1AC0FC1-FD3E-44EE-821F-E97781AF1220},50,494753.000000000000000,6730733.000000000000000,-29.55308996,116.945838487000060,32 - Other shrublands,DARW_T01,T01,Avon Sandplains,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
1039,DARW,CDR_SP_066,{BDA4CFA4-E87A-4852-834F-B6217C00529C},50,495359.000000000000000,6730057.000000000000000,-29.55919341,116.952090967000117,32 - Other shrublands,DARW_T01,T01,Avon Sandplains,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
1040,DARW,CDR_SP_067,{02B088D9-CF70-41CE-B9B6-6294D87D94D7},50,495712.000000000000000,6729156.000000000000000,-29.56732638,116.955731439000033,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T01,T01,Avon Sandplains,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
1041,DARW,CDR_SP_068,{498D8A73-4935-4219-9C09-F4612499F9D4},50,496033.000000000000000,6728445.000000000000000,-29.57374436,116.959042797000052,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T01,T01,Avon Sandplains,,,22/08/2022 1:23,,,Sand pad,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,No,
